shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_5502,40.72576231321,-74.056475474236,31,4132.5990626
p_5502,40.72621902499,-74.056466447113,32,4183.32200691
p_5502,40.726589114836,-74.056683141556,33,4228.31291896
p_5502,40.727285736153,-74.057337761269,34,4323.40675471
p_5502,40.728074608595,-74.058199888916,35,4437.33202732
p_5502,40.728996040744,-74.059223466965,36,4571.30010716
p_5502,40.729685857581,-74.060038214325,37,4674.28277103
p_5502,40.730470459438,-74.060979171333,38,4792.223746
p_5502,40.73101261602,-74.061599613136,39,4872.04756864
p_5502,40.731721421853,-74.062386993424,40,4975.09983912
p_5502,40.732784092169,-74.063192363786,41,5111.31468345
p_5502,40.732868116783,-74.063189407409,42,5120.64885304
p_5502,40.733086298625,-74.06375710318,43,5174.37741883
p_5502,40.733322064077,-74.064143341278,44,5216.2102181
p_5502,40.73417883171,-74.065110509262,45,5341.61749007
p_5502,40.735111160405,-74.066226180565,46,5481.62092117
p_5502,40.735597567255,-74.06711487368,47,5574.10285165
p_5502,40.736104381468,-74.068257652779,48,5685.8425072
p_5502,40.736700676463,-74.070002373016,49,5847.41099487
p_5502,40.737100641701,-74.071548932541,50,5985.39122748
p_5502,40.737393254118,-74.072587923943,51,6078.97561941
p_5502,40.737809327209,-74.07402179895,52,6208.60608538
p_5502,40.738308146789,-74.075843579376,53,6372.15361557
p_5502,40.738662805642,-74.077392514572,54,6508.78664925
p_5502,40.739392035271,-74.0802772864,55,6765.55640618
p_5502,40.739536712222,-74.08087736113,56,6818.72746171
p_5502,40.739759658551,-74.081621842606,57,6886.30864108
p_5502,40.740535374845,-74.084286785736,58,7127.32256632
p_5502,40.74096054812,-74.08604236113,59,7282.94093206
p_5502,40.741163617572,-74.087229666687,60,7385.72920855
p_5502,40.741246142365,-74.088572310867,61,7499.50319606
p_5502,40.741308404004,-74.089999374344,62,7620.23585013
p_5502,40.74139357879,-74.092416731491,63,7824.63259434
p_5502,40.74144227644,-74.095908161346,64,8119.57929877
p_5502,40.741680660317,-74.103528751343,65,8763.78100945
p_5502,40.74211291193,-74.108214904785,66,9162.48543418
p_5502,40.742624891832,-74.112539589996,67,9532.15499219
p_5502,40.74309802004,-74.117642653412,68,9966.35696068
p_5502,40.743176565871,-74.121987253967,69,10333.40976305
p_5502,40.743303920181,-74.126289481506,70,10697.05460155
p_5502,40.742684482783,-74.134419333313,71,11387.14810571
p_5502,40.742189836773,-74.14127820636,72,11969.05958198
p_5502,40.741794079169,-74.146624015808,73,12422.71335326
p_5502,40.741538244471,-74.149229936462,74,12644.64274032
p_5502,40.741326894692,-74.15133278833,75,12823.80015474
p_5502,40.740832630878,-74.153033757919,76,12977.59771543
p_5502,40.740285323582,-74.154069539673,77,13084.12394653
p_5502,40.739891471501,-74.154748541,78,13156.24974743
p_5502,40.73958680951,-74.155316525131,79,13214.95428935
p_5502,40.739306934569,-74.155827203705,80,13268.11972719
p_5502,40.739380096405,-74.155762830688,81,13277.89584841
p_5502,40.738877576581,-74.156573951065,82,13366.25888375
p_5502,40.737598400232,-74.158985498703,83,13614.59495198
p_5502,40.737221210054,-74.159736805588,84,13690.63342455
p_5502,40.736566616787,-74.160971265915,85,13817.74382456
p_5502,40.73590366022,-74.162094709045,86,13937.84963248
p_5502,40.735625221034,-74.162546313522,87,13986.95434945
p_5502,40.735266195273,-74.163075271858,88,14046.83758407
p_5502,40.734937036291,-74.163545989441,89,14100.84795929
p_5502,40.73471097777,-74.163874887589,90,14138.29198367
p_900261,40.77327,-73.8862,1,0
p_900261,40.77316,-73.88618,2,12.33158787
p_900261,40.77312,-73.88615,3,17.44487584
p_900261,40.77301,-73.88613,4,29.77646392
p_900261,40.77291,-73.8861,5,41.16656999
p_900261,40.77282,-73.88605,6,52.01587508
p_900261,40.77268,-73.88602,7,67.76775446
p_900261,40.77237,-73.88596,8,102.56377744
p_900261,40.77198,-73.88589,9,146.27442408
p_900261,40.77187,-73.88587,10,158.60601371
p_900261,40.77181,-73.88587,11,165.26898373
p_900261,40.77173,-73.88584,12,174.50692321
p_900261,40.77167,-73.88578,13,182.87677084
p_900261,40.77155,-73.88561,14,202.46164845
p_900261,40.77153,-73.88558,15,205.83027167
p_900261,40.77152,-73.88556,16,207.85122051
p_900261,40.77149,-73.88553,17,212.03614872
p_900261,40.77146,-73.88549,18,216.77987603
p_900261,40.77143,-73.88547,19,220.51482354
p_900261,40.77138,-73.88545,20,226.31835863
p_900261,40.77132,-73.88539,21,234.68822202
p_900261,40.77123,-73.88537,22,244.82430451
p_900261,40.7711,-73.88535,23,259.35914795
p_900261,40.77107,-73.88535,24,262.69063252
p_900261,40.771103,-73.885345,25,266.37949783
p_900261,40.770901,-73.885315,26,288.95402696
p_900261,40.77087,-73.885307,27,292.46219091
p_900261,40.770729,-73.885277,28,308.32369158
p_900261,40.770611,-73.885315,29,321.81454333
p_900261,40.770424,-73.885277,30,342.82715291
p_900261,40.770134,-73.885216,31,375.44068798
p_900261,40.769989,-73.885201,32,391.59258382
p_900261,40.769928,-73.885208,33,398.39233225
p_900261,40.769878,-73.885223,34,404.08739532
p_900261,40.769791,-73.8853,35,415.73223924
p_900261,40.76936,-73.885651,36,472.02592066
p_900261,40.769184,-73.885796,37,495.08807773
p_900261,40.768909,-73.886024,38,531.18730239
p_900261,40.768867,-73.88607,39,537.25663344
p_900261,40.768829,-73.886124,40,543.4689673
p_900261,40.768768,-73.886223,41,554.22770759
p_900261,40.768669,-73.886131,42,567.6887142
p_900261,40.768623,-73.886093,43,573.72092694
p_900261,40.768566,-73.886047,44,581.14722458
p_900261,40.768501,-73.885979,45,590.37021364
p_900261,40.768452,-73.88591,46,598.34182735
p_900261,40.768414,-73.885841,47,605.53522481
p_900261,40.76828,-73.885567,48,633.04149237
p_900261,40.768192,-73.885376,49,651.89741987
p_900261,40.768131,-73.885239,50,665.30183973
p_900261,40.768097,-73.885147,51,673.93838061
p_900261,40.768082,-73.885063,52,681.22344312
p_900261,40.768078,-73.884995,53,686.98180076
p_900261,40.768082,-73.884888,54,696.02666093
p_900261,40.768108,-73.884758,55,707.37589175
p_900261,40.768154,-73.884613,56,720.64115646
p_900261,40.768288,-73.884285,57,752.07876691
p_900261,40.768421,-73.883957,58,783.46391712
p_900261,40.768581,-73.883575,59,820.28618034
p_900261,40.768776,-73.883148,60,862.34091093
p_900261,40.768944,-73.88279,61,897.86035557
p_900261,40.769115,-73.882446,62,932.5606837
p_900261,40.769321,-73.88205,63,973.0713868
p_900261,40.769428,-73.881866,64,992.62940377
p_900261,40.769569,-73.881638,65,1017.44301234
p_900261,40.769733,-73.881386,66,1045.44902546
p_900261,40.769897,-73.881165,67,1071.52233333
p_900261,40.770027,-73.880997,68,1091.76063838
p_900261,40.7704403435493,-73.8802940849297,69,1166.7856917
p_900261,40.7709765535301,-73.8794028542573,70,1262.74001631
p_900261,40.7713430413741,-73.8786160016282,71,1340.64606713
p_900261,40.7715006557622,-73.8782394720845,72,1376.93474658
p_900261,40.7717420800662,-73.8779136379858,73,1415.34694789
p_900261,40.7718349045816,-73.8777924343176,74,1429.8715147
p_900261,40.7723100274205,-73.8774476386343,75,1490.13085267
p_900261,40.7727350618785,-73.8769868083597,76,1551.29807744
p_900261,40.7727965624521,-73.8768280802683,77,1566.33847824
p_900261,40.7727909714935,-73.8767210310895,78,1575.39723978
p_900261,40.7727560279895,-73.8766398213686,79,1583.27523324
p_900261,40.7726106219611,-73.8764712354422,80,1604.79968381
p_900261,40.7723096376828,-73.8763188862125,81,1640.61313131
p_900261,40.772155130071,-73.876243720516,82,1658.90700851
p_900261,40.7721663368848,-73.8760425046089,83,1675.94003399
p_900261,40.7721660819008,-73.8760497031328,84,1676.54842314
p_900261,40.7721979858336,-73.8759183677228,85,1688.18859172
p_900261,40.772299592095,-73.8750996045543,86,1758.22681811
p_900261,40.7724164683941,-73.8746001452895,87,1802.34548098
p_900261,40.7725009457513,-73.8742097224552,88,1836.61549818
p_900261,40.7725324823584,-73.8738544027634,89,1866.81667282
p_900261,40.7723695617226,-73.8736293120476,90,1893.05490643
p_900261,40.7722374085091,-73.8732804168051,91,1925.96353366
p_900261,40.7720968557244,-73.8725089537758,92,1992.93784943
p_900261,40.7719474723748,-73.8714218649172,93,2086.2018914
p_900261,40.7719401612777,-73.8704661529122,94,2166.89149703
p_900261,40.7719277716883,-73.8701273043127,95,2195.53169613
p_900261,40.77182230918,-73.8698234373405,96,2223.73241446
p_900261,40.7715628400206,-73.8693334168444,97,2274.14779317
p_900261,40.7713974433472,-73.8687834472011,98,2324.07989617
p_900261,40.7709962627231,-73.8680408991168,99,2400.98772651
p_900261,40.7707380813716,-73.8676944845284,100,2441.94343543
p_900261,40.7704559794367,-73.8672343433309,101,2491.84898233
p_900261,40.7701383230165,-73.8667233267239,102,2547.57795816
p_900261,40.7697289021669,-73.8660477237834,103,2620.5205436
p_900261,40.7693710538566,-73.8654300373556,104,2686.08557379
p_900261,40.7687541300413,-73.8650144171426,105,2763.05830472
p_900261,40.7684275574905,-73.8647466258138,106,2805.79448156
p_900261,40.7682523620561,-73.8645054493825,107,2833.9571193
p_900261,40.7678202380985,-73.8639098321492,108,2903.46690489
p_900261,40.7673944205321,-73.8632596816132,109,2975.91823779
p_900261,40.7672902496307,-73.8628628350129,110,3011.36490424
p_900261,40.7673403411889,-73.8624013547126,111,3050.72293601
p_900261,40.7674410965779,-73.8620744072297,112,3080.50859302
p_900261,40.7676329688317,-73.8619114872852,113,3105.87019102
p_900261,40.7678327708622,-73.8619114872852,114,3128.05809082
p_900261,40.7679983625764,-73.8620761712997,115,3151.1118828
p_900261,40.768466008409,-73.8627990637238,116,3231.24906666
p_900261,40.7687938534275,-73.8634259935041,117,3295.49194289
p_900261,40.7693679478896,-73.8640384440296,118,3377.57818961
p_900261,40.7697063191235,-73.8640535042885,119,3415.17563749
p_900261,40.7698457081953,-73.8641434396517,120,3432.41673793
p_900261,40.7701951454224,-73.8645967388566,121,3486.91864513
p_900261,40.7701902568052,-73.8645900434292,122,3487.70238648
p_900261,40.7712646089351,-73.866203444257,123,3668.77689768
p_900261,40.7713223977242,-73.8664644935889,124,3691.7313869
p_900261,40.7712494013508,-73.8666532523362,125,3709.61063342
p_900261,40.7709230805889,-73.8669875918547,126,3755.54458339
p_900261,40.7707003591877,-73.867252327414,127,3788.88034679
p_900261,40.7706969913311,-73.8674035260662,128,3801.65093534
p_900261,40.770788686765,-73.8676507376888,129,3824.87356809
p_900261,40.7709767384785,-73.8678642483118,130,3852.46037052
p_900261,40.7711703891704,-73.8681243989344,131,3883.19872989
p_900261,40.7713222601967,-73.8684191764286,132,3913.26171606
p_900261,40.7714131914234,-73.8686704330126,133,3936.75496482
p_900261,40.7715909940972,-73.8693001939082,134,3993.47053257
p_900261,40.7717978874464,-73.8696880678857,135,4033.47281194
p_900261,40.7719528061308,-73.8700971936508,136,4072.06032542
p_900261,40.7720484648496,-73.8704285409948,137,4101.98321473
p_900261,40.7722591086721,-73.8707395890117,138,4137.15092664
p_900261,40.7724312504595,-73.8711465442313,139,4176.46784964
p_900261,40.7725575416843,-73.8716068107152,140,4217.77874992
p_900261,40.7726295193891,-73.8720163589287,141,4253.26620744
p_900261,40.772666,-73.872556,142,4299.00442539
p_900261,40.7726272551001,-73.8736136211225,143,4388.39623948
p_900261,40.7725807135385,-73.8740249650456,144,4423.50590564
p_900261,40.7722700741441,-73.8756793907792,145,4567.37587248
p_900261,40.7722339870167,-73.8760333101617,146,4597.52275112
p_900261,40.7722987037123,-73.876193967206,147,4612.87245223
p_900261,40.772598988354,-73.8764127342448,148,4650.99195507
p_900261,40.7727698393542,-73.8765904824645,149,4675.18195256
p_900261,40.7728866053017,-73.8767258295255,150,4692.46494741
p_900261,40.7729307802953,-73.876822810993,151,4702.00958456
p_900261,40.7729099519566,-73.8769280961834,152,4711.19411858
p_900261,40.7723348369997,-73.8775418694595,153,4793.43702702
p_900261,40.7718462613089,-73.8778683740903,154,4854.29381582
p_900261,40.7715494982708,-73.8782341107221,155,4899.4542201
p_900261,40.7710097768979,-73.8794399936969,156,5017.59389626
p_900261,40.7709702080713,-73.8796141539973,157,5032.94004264
p_900261,40.7708484337807,-73.879827784088,158,5055.48254296
p_900261,40.7708501824866,-73.8798231463581,159,5055.91959901
p_900261,40.7706934450853,-73.8801377969349,160,5087.67865803
p_900261,40.770531,-73.880241,161,5107.71209424
p_900261,40.770329,-73.880547,162,5141.92634674
p_900261,40.770157,-73.880814,163,5171.4723716
p_900261,40.770027,-73.880997,164,5192.61750294
p_900261,40.769897,-73.881165,165,5212.85580799
p_900261,40.769733,-73.881386,166,5238.92911586
p_900261,40.769569,-73.881638,167,5266.93512898
p_900261,40.769428,-73.881866,168,5291.74873755
p_900261,40.769321,-73.88205,169,5311.30675452
p_900261,40.769115,-73.882446,170,5351.81745762
p_900261,40.768944,-73.88279,171,5386.51778575
p_900261,40.768776,-73.883148,172,5422.03723039
p_900261,40.768585,-73.883575,173,5463.86496896
p_900261,40.768425,-73.883957,174,5500.6872305
p_900261,40.768288,-73.884285,175,5532.2838465
p_900261,40.768154,-73.884613,176,5563.72145695
p_900261,40.768108,-73.884758,177,5576.98672166
p_900261,40.768078,-73.884888,178,5588.45700544
p_900261,40.768078,-73.884995,179,5597.49095191
p_900261,40.768082,-73.885063,180,5603.24930955
p_900261,40.768097,-73.885147,181,5610.53437206
p_900261,40.768131,-73.885239,182,5619.17091294
p_900261,40.768192,-73.885376,183,5632.5753328
p_900261,40.76828,-73.885567,184,5651.4312603
p_900261,40.768414,-73.885841,185,5678.93752786
p_900261,40.768452,-73.88591,186,5686.13092532
p_900261,40.768501,-73.885979,187,5694.10253903
p_900261,40.768566,-73.886047,188,5703.32552809
p_900261,40.768623,-73.886093,189,5710.75182573
p_900261,40.768669,-73.886139,190,5717.16881437
p_900261,40.768768,-73.886223,191,5730.25171201
p_900261,40.768845,-73.886299,192,5740.94229686
p_900261,40.768864,-73.886322,193,5743.80981151
p_900261,40.769157,-73.88662,194,5784.94002111
p_900261,40.76923,-73.886681,195,5794.54422494
p_900261,40.769386,-73.886757,196,5813.01806499
p_900261,40.769501,-73.886787,197,5826.03749975
p_900261,40.769741,-73.886833,198,5852.97084341
p_900261,40.770218,-73.886909,199,5906.32864265
p_900261,40.770523,-73.886971,200,5940.60082265
p_900261,40.770897,-73.887115,201,5983.8761071
p_900261,40.771652,-73.887444,202,6072.19963245
p_900261,40.771683,-73.887459,203,6075.86770328
p_900261,40.771755,-73.887489,204,6084.25482634
p_900261,40.771927,-73.887558,205,6104.22389648
p_900261,40.771942,-73.887558,206,6105.88963901
p_900261,40.772045,-73.887581,207,6117.49138656
p_900261,40.772182,-73.887589,208,6132.72015304
p_900261,40.77232,-73.887604,209,6148.09721884
p_900261,40.772327,-73.887604,210,6148.87456541
p_900261,40.772606,-73.887627,211,6179.91816618
p_900261,40.772827,-73.887665,212,6204.66890053
p_900261,40.773151,-73.887718,213,6240.92609534
p_900261,40.773258,-73.887726,214,6252.82757342
p_900261,40.77335,-73.887718,215,6263.06642935
p_900261,40.773426,-73.887695,216,6271.72667789
p_900261,40.773495,-73.887657,217,6280.03355964
p_900261,40.773548,-73.887619,218,6286.73670855
p_900261,40.773602,-73.887566,219,6294.21870513
p_900261,40.773647,-73.887512,220,6300.98295205
p_900261,40.773689,-73.887436,221,6308.91516168
p_900261,40.773712,-73.88736,222,6315.8209484
p_900261,40.77375,-73.886978,223,6348.34516638
p_900261,40.773712,-73.886765,224,6366.81561727
p_900261,40.773739,-73.886528,225,6387.04710511
p_900261,40.773727,-73.886436,226,6394.92744256
p_900261,40.773693,-73.886353,227,6402.88699832
p_900261,40.77364,-73.886261,228,6412.63197738
p_900261,40.773277,-73.886192,229,6453.36166661
p_902145,40.73301,-74.06289,1,0
p_902145,40.7327586527011,-74.0633990714521,2,51.26743361
p_902145,40.72658881793,-74.056463791513,3,952.75896152
p_902145,40.7255151028918,-74.0562716631741,4,1073.09326266
p_902145,40.7247472143148,-74.0558630952416,5,1165.08741049
p_902145,40.7240660154229,-74.0552747574153,6,1255.60250268
p_902145,40.7231123252623,-74.0540163681807,7,1405.66626113
p_902145,40.7226540536953,-74.0530684905668,8,1500.5509766
p_902145,40.721968757483,-74.050804744428,9,1706.3929853
p_902145,40.7194983170973,-74.0426570180573,10,2447.43977937
p_902145,40.71966,-74.04245,11,2472.50585604
p_902145,40.7192912947193,-74.0421874885865,12,2519.07160667
p_902145,40.7175202092649,-74.0363997489497,13,3046.15912305
p_902145,40.7174794164882,-74.0360230023564,14,3078.31242465
p_902145,40.7175915965779,-74.0357000767033,15,3108.30679658
p_902145,40.7178057580481,-74.0355520691103,16,3135.17663997
p_902145,40.72699,-74.03383,17,4165.39868324
p_902145,40.7290707629666,-74.0334268772397,18,4398.960802
p_902145,40.7297738227078,-74.0332508050502,19,4478.4389212
p_902145,40.7304309837237,-74.0330680904492,20,4553.03028367
p_902145,40.73086204892,-74.0328852462503,21,4603.32983568
p_902145,40.7312879796433,-74.0325466458839,22,4658.60525002
p_902145,40.7317006171972,-74.0321325120132,23,4716.25620875
p_902145,40.7319879888246,-74.0317126475585,24,4763.96765259
p_902145,40.7321778586735,-74.0312724670754,25,4806.71382727
p_902145,40.7322497011837,-74.0307984265638,26,4847.54528851
p_902145,40.7322656670057,-74.0298401817473,27,4928.51217012
p_902145,40.7324298781138,-74.0295896174726,28,4956.45039167
p_902145,40.7330507977276,-74.0294812653527,29,5026.0075786
p_902145,40.73586,-74.02922,30,5338.74574547
p_902145,40.73295,-74.00707,31,7237.50164665
p_902145,40.7329687924524,-74.007062670181,32,7239.67844304
p_902145,40.73735,-73.99684,33,8230.82708789
p_902145,40.74912,-73.98827,34,9724.91495467
p_902146,40.74912,-73.98827,1,0
p_902146,40.73735,-73.99684,2,1494.08786678
p_902146,40.73295,-74.00707,3,2486.80159335
p_902146,40.73586,-74.02922,4,4385.55749453
p_902146,40.7327230764909,-74.0297761152865,5,4737.06218331
p_902146,40.7324375291734,-74.0298920627113,6,4770.25008762
p_902146,40.7322398418488,-74.0300949707029,7,4798.10202448
p_902146,40.7320531366173,-74.0314283660575,8,4912.63272188
p_902146,40.7318334827225,-74.0320225966001,9,4968.44304788
p_902146,40.7315040005307,-74.0324139191512,10,5017.75328585
p_902146,40.7311525510644,-74.0326748008519,11,5062.57369157
p_902146,40.7307352024414,-74.0329646693768,12,5114.99095569
p_902146,40.7290338579154,-74.0335215603108,13,5309.69214256
p_902146,40.72699,-74.03383,14,5538.15065453
p_902146,40.7177198112537,-74.0355320545759,15,6577.58689855
p_902146,40.7175362625768,-74.0357215788022,16,6603.5077589
p_902146,40.7174709683811,-74.0361949603523,17,6644.15727328
p_902146,40.7186817660157,-74.040132175932,18,7002.96820115
p_902146,40.7192905948899,-74.0417990795137,19,7159.19472386
p_902146,40.71966,-74.04245,20,7227.80556952
p_902146,40.73301,-74.06289,21,9503.70070238
p_906451,40.749114,-73.988273,1,0
p_906451,40.747609531294,-73.98938738623,2,191.75482622
p_906451,40.745953428053,-73.990544878296,3,400.03090966
p_906451,40.744652691968,-73.991536875641,4,567.01582091
p_906451,40.743303108639,-73.992516317444,5,738.20037744
p_906451,40.7429,-73.992805,6,789.17477067
p_906451,40.742912,-73.992797,7,790.6688744
p_906451,40.742373088497,-73.993207493393,8,859.83217961
p_906451,40.739914186254,-73.994975306885,9,1171.04925747
p_906451,40.738889921445,-73.995715596573,10,1300.84701913
p_906451,40.737975823747,-73.996414320099,11,1418.26688112
p_906451,40.737354,-73.996849,12,1496.47423912
p_906451,40.737361,-73.996841,13,1497.50423585
p_906451,40.736202622701,-73.997659249985,14,1643.5332032
p_906451,40.735126148858,-73.99848045369,15,1781.74290149
p_906451,40.734544587943,-73.99889425264,16,1855.17711514
p_906451,40.734359599612,-73.999038114086,17,1879.04510684
p_906451,40.734249,-73.999107,18,1892.63578009
p_906451,40.734096041009,-73.999482476196,19,1928.61508909
p_906451,40.733917817063,-74.00069030423,20,2032.54522461
p_906451,40.733818495684,-74.001435347221,21,2096.4401631
p_906451,40.733714009819,-74.002191152115,22,2161.33091909
p_906451,40.733615,-74.002822,23,2215.74293484
p_906451,40.73336,-74.004241,24,2338.90980223
p_906451,40.733139,-74.005828,25,2475.19707533
p_906451,40.733055,-74.006408,26,2525.07188272
p_906451,40.732933,-74.007072,27,2582.7754543
p_906451,40.73295,-74.00707,28,2584.67082779
p_906451,40.73586,-74.02922,29,4483.42672897
p_906451,40.71966,-74.04245,30,6601.3402212
p_906451,40.73301,-74.06289,31,8877.23535406
p_908484,40.73301,-74.06289,1,0
p_908484,40.7327586527011,-74.0633990714521,2,51.26743361
p_908484,40.72658881793,-74.056463791513,3,952.75896152
p_908484,40.7255151028918,-74.0562716631741,4,1073.09326266
p_908484,40.7247472143148,-74.0558630952416,5,1165.08741049
p_908484,40.7240660154229,-74.0552747574153,6,1255.60250268
p_908484,40.7231123252623,-74.0540163681807,7,1405.66626113
p_908484,40.7226540536953,-74.0530684905668,8,1500.5509766
p_908484,40.721968757483,-74.050804744428,9,1706.3929853
p_908484,40.7194983170973,-74.0426570180573,10,2447.43977937
p_908484,40.71966,-74.04245,11,2472.50585604
p_908484,40.73586,-74.02922,12,4590.41934827
p_908484,40.73295,-74.00707,13,6489.17524945
p_908484,40.7329687924524,-74.007062670181,14,6491.35204584
p_908484,40.73735,-73.99684,15,7482.50069069
p_908484,40.74912,-73.98827,16,8976.58855747
p_908485,40.73301,-74.06289,1,0
p_908485,40.7327586527011,-74.0633990714521,2,51.26743361
p_908485,40.72658881793,-74.056463791513,3,952.75896152
p_908485,40.7255151028918,-74.0562716631741,4,1073.09326266
p_908485,40.7247472143148,-74.0558630952416,5,1165.08741049
p_908485,40.7240660154229,-74.0552747574153,6,1255.60250268
p_908485,40.7231123252623,-74.0540163681807,7,1405.66626113
p_908485,40.7226540536953,-74.0530684905668,8,1500.5509766
p_908485,40.721968757483,-74.050804744428,9,1706.3929853
p_908485,40.7194983170973,-74.0426570180573,10,2447.43977937
p_908485,40.71966,-74.04245,11,2472.50585604
p_908485,40.73586,-74.02922,12,4590.41934827
p_908485,40.73295,-74.00707,13,6489.17524945
p_908485,40.732933,-74.007072,14,6491.07062294
p_908485,40.733063376705,-74.006347192451,15,6553.98637823
p_908485,40.733220598109,-74.005356156731,16,6639.50394517
p_908485,40.733402014426,-74.004219544289,17,6737.60826435
p_908485,40.73357840425,-74.003059255928,18,6837.55964364
p_908485,40.733764107205,-74.001874426567,19,6939.74810157
p_908485,40.733902421332,-74.00081586837,20,7030.47698052
p_908485,40.734010497257,-74.000053322754,21,7095.99971699
p_908485,40.734069,-73.999656,22,7130.18553923
p_908485,40.734150259457,-73.999223186508,23,7167.84346583
p_908485,40.734249,-73.999107,24,7182.55933262
p_908485,40.734783,-73.99871,25,7250.6850563
p_908485,40.735031,-73.998542,26,7281.66645339
p_908485,40.735389,-73.998275,27,7327.37388254
p_908485,40.73603,-73.997802,28,7409.00278566
p_908485,40.736667,-73.997337,29,7489.9142571
p_908485,40.737354,-73.996849,30,7576.62870802
p_908485,40.737361,-73.996841,31,7577.65870475
p_908485,40.738044,-73.996337,32,7664.63587111
p_908485,40.738685,-73.995872,33,7745.93542204
p_908485,40.739273,-73.995445,34,7820.53098122
p_908485,40.73986,-73.995018,35,7895.02920606
p_908485,40.74044,-73.99459,36,7968.88937479
p_908485,40.741031,-73.994163,37,8043.77628554
p_908485,40.741615,-73.993736,38,8117.98273969
p_908485,40.742233,-73.993293,39,8196.14832015
p_908485,40.7429,-73.992805,40,8280.91374696
p_908485,40.742912,-73.992797,41,8282.40785069
p_908485,40.743568,-73.992317,42,8365.77712594
p_908485,40.744186,-73.991874,43,8443.94220297
p_908485,40.7448,-73.991416,44,8522.33474337
p_908485,40.745422,-73.990966,45,8601.17309372
p_908485,40.746036,-73.990516,46,8679.23410924
p_908485,40.746658,-73.990066,47,8758.07213339
p_908485,40.747276,-73.989616,48,8836.52111109
p_908485,40.747894,-73.989158,49,8915.29946049
p_908485,40.748504,-73.988708,50,8992.97212183
p_908485,40.749037136642,-73.988332652779,51,9060.12873487
p_908485,40.749114,-73.988273,52,9070.04018263
p_908486,40.74912,-73.98827,1,0
p_908486,40.73735,-73.99684,2,1494.08786678
p_908486,40.73295,-74.00707,3,2486.80159335
p_908486,40.73586,-74.02922,4,4385.55749453
p_908486,40.71966,-74.04245,5,6503.47098676
p_908486,40.73301,-74.06289,6,8779.36611962
